SMILES,Tg,PID,Polymer Class,Tensile_Strength,Elastic_Modulus
*CC(CC)(CC)C(=O)O*,60.0,P090182,Polyesters/thioesters,32.27,1.03
*CC(C)(C)C(=O)O*,-12.0,P090183,Polyesters/thioesters,31.59,0.77
*OC(CC)CC(*)=O,-15.4,P090184,Polyesters/thioesters,27.42,0.68
*CC(C)(CC)C(=O)O*,-9.0,P090185,Polyesters/thioesters,26.72,0.79
*CC(C)C(=O)O*,-25.0,P090187,Polyesters/thioesters,29.86,0.83
*CC(C)(CCC)C(=O)O*,1.9,P090188,Polyesters/thioesters,31.02,0.81
*OC(CC(*)=O)C(Cl)(Cl)Cl,163.5,P090189,Polyesters/thioesters,53.86,1.68
*CCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,35.0,P090190,Polyesters/thioesters,43.2,1.35
*CCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,45.0,P090191,Polyesters/thioesters,45.67,1.42
*Oc1ccc(OC(=O)CCCCC(*)=O)cc1,90.0,P090192,Polyesters/thioesters,51.39,1.75
*CC1CCC(COC(=O)C2CCC(C(=O)O*)CC2)CC1,77.0,P090208,Polyesters/thioesters,40.54,1.1
*CC1CCC(COC(=O)c2cccc(C(=O)O*)c2)CC1,70.0,P090212,Polyesters/thioesters,52.22,1.93
*CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,-12.0,P090224,"Polyesters/thioesters, Polyamides/thioamides",5.0,0.1
*CCCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,52.0,P090227,Polyesters/thioesters,62.01,2.13
*CCCCCCCCCCCCCCCCCCCCOC(=O)CC(=O)O*,-35.1,P090259,Polyesters/thioesters,5.0,0.1
*CCOC(=O)C1CCC(C(=O)O*)CC1,25.0,P090271,Polyesters/thioesters,31.32,0.95
*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,40.0,P090276,Polyesters/thioesters,68.16,2.41
*OC(C)COC(=O)c1cccc(C(*)=O)c1,77.0,P090288,Polyesters/thioesters,57.19,1.81
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,-7.0,P090296,"Polyesters/thioesters, Polyamides/thioamides",5.66,0.1
*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,51.0,P090300,Polyesters/thioesters,58.4,2.27
*Oc1cccc(C(*)=O)c1,162.0,P090336,Polyesters/thioesters,61.58,2.68
*Oc1ccc(CC(*)=O)cc1,117.0,P090339,Polyesters/thioesters,58.82,2.25
*OC(CC(*)=O)C(C)(Cl)Cl,109.0,P090342,Polyesters/thioesters,45.43,1.34
*SC(C)C(*)=O,12.0,P090353,Polyesters/thioesters,32.55,0.93
*CCC(C)CCC(=O)S*,-50.0,P090354,Polyesters/thioesters,22.71,0.47
*Oc1ccc(Cc2ccc(OC(=O)CCCCC(*)=O)cc2)cc1,60.5,P090357,Polyesters/thioesters,60.69,2.66
*CCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,47.0,P090367,Polyesters/thioesters,65.21,2.24
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O*,-60.5,P090377,Polyesters/thioesters,18.34,0.22
*CCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,47.5,P090383,Polyesters/thioesters,62.71,2.45
*Oc1cccc(OC(=O)CCC(*)=O)c1,38.2,P090411,Polyesters/thioesters,48.84,1.66
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,267.0,P090413,Polyesters/thioesters,92.55,3.42
*CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,-15.0,P090423,"Polyesters/thioesters, Polyamides/thioamides",7.46,0.1
*CCCCOC(=O)CCCCCCCC(=O)O*,-62.5,P090424,Polyesters/thioesters,10.84,0.1
*CCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,70.0,P090429,Polyesters/thioesters,71.75,2.83
*CCCCOC(=O)CCCC(=O)O*,-36.5,P090437,Polyesters/thioesters,19.95,0.41
*CCCCOC(=O)COCC(=O)O*,-23.0,P090441,"Polyoxides/ethers/acetals, Polyesters/thioesters",22.59,0.52
*CC(C)(C)COC(=O)CCCCC(=O)O*,-31.55,P090457,Polyesters/thioesters,20.98,0.42
*CCCOC(=O)C1CCC(C(=O)O*)CC1,-6.0,P090459,Polyesters/thioesters,28.66,0.69
*OC(C)CCOC(=O)c1ccc(-c2ccc(C(*)=O)cc2)cc1,92.5,P090465,Polyesters/thioesters,76.84,2.91
*CCCOC(=O)c1cccc(C(=O)O*)c1,36.0,P090466,Polyesters/thioesters,51.43,1.65
*CC(C)(C)COC(=O)CCC(=O)O*,-18.0,P090469,Polyesters/thioesters,27.18,0.67
*CC(C)(C)COC(=O)c1ccc(C(=O)O*)cc1,68.0,P090479,Polyesters/thioesters,53.77,1.81
*Cc1ccc(COC(=O)c2cccc(C(=O)O*)c2)cc1,143.0,P090498,Polyesters/thioesters,71.29,3.26
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCC(*)=O)c(C)c2)cc1C,108.0,P090506,Polyesters/thioesters,79.17,2.83
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCC(*)=O)c(C)c2)cc1C,93.0,P090507,Polyesters/thioesters,75.45,2.53
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC(*)=O)cc2)cc1,54.0,P090508,Polyesters/thioesters,60.18,2.28
*Oc1c(-c2ccccc2)cc(Cc2cc(-c3ccccc3)c(OC(=O)CCCCC(*)=O)c(-c3ccccc3)c2)cc1-c1ccccc1,115.0,P090509,Polyesters/thioesters,137.19,5.84
*Oc1cc(CCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,97.5,P090510,Polyesters/thioesters,71.18,2.88
*O[Sn](CCCC)(CCCC)OC(=O)CCCCC(*)=O,110.0,P090511,Polyesters/thioesters,30.48,0.94
*O[Sn](CCCC)(CCCC)OC(=O)c1ccc(C(*)=O)cc1,315.0,P090512,Polyesters/thioesters,76.7,3.02
*CCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,50.5,P090514,Polyesters/thioesters,59.48,2.34
*CCC(C)CCC(=O)O*,-53.0,P090515,Polyesters/thioesters,22.63,0.51
*OC(C)CCCC(C)C(*)=O,-33.0,P090516,Polyesters/thioesters,21.25,0.51
*Oc1cc(CC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,138.0,P090517,Polyesters/thioesters,77.25,2.96
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cc(C(=O)O*)cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,27.0,P090518,Polyesters/thioesters,56.51,1.31
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,45.0,P090519,Polyesters/thioesters,76.05,2.37
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c2cccc(C(=O)O*)c2)c1,29.0,P090520,Polyesters/thioesters,72.64,2.2
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(C(=O)O*)c2)c1,24.0,P090521,Polyesters/thioesters,75.06,1.96
*Oc1cc(CCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,67.5,P090526,Polyesters/thioesters,58.5,2.38
*Oc1ccc(-c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,185.5,P090527,Polyesters/thioesters,90.58,3.81
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(=O)O*)c1,23.5,P090528,Polyesters/thioesters,47.09,1.62
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,162.0,P090529,Polyesters/thioesters,104.72,3.96
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,187.0,P090530,Polyesters/thioesters,93.95,4.03
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)CCCCC2)cc1,127.0,P090534,Polyesters/thioesters,100.43,3.41
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCCCCC(*)=O)c(C)c2)cc1C,57.0,P090535,Polyesters/thioesters,67.97,2.09
*OC1C(C)(C)C(OC(=O)C2CCC(C(*)=O)CC2)C1(C)C,169.0,P090536,Polyesters/thioesters,51.51,1.62
*OC1C(C)(C)C(OC(=O)c2ccc(C(*)=O)cc2)C1(C)C,184.0,P090537,Polyesters/thioesters,70.47,2.49
*CCCCOC(=O)C1CCC(C(=O)O*)CC1,-10.5,P090538,Polyesters/thioesters,29.58,0.7
*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,64.0,P090539,Polyesters/thioesters,59.01,2.28
*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,58.5,P090540,Polyesters/thioesters,63.73,2.47
*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,66.0,P090541,Polyesters/thioesters,70.67,2.77
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,88.0,P090542,Polyesters/thioesters,69.91,2.77
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCCCCCC(*)=O)c(C)c2)cc1C,45.0,P090543,Polyesters/thioesters,62.93,2.14
*Oc1cc(C)cc(OC(=O)c2cccc(C(*)=O)c2)c1,163.0,P090544,Polyesters/thioesters,86.89,3.1
*CC(C)(C)COC(=O)C1CCC(C(=O)O*)CC1,30.0,P090546,Polyesters/thioesters,35.14,0.86
*Oc1cc(CCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,41.5,P090549,Polyesters/thioesters,63.79,2.3
*Oc1cc(CCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,50.5,P090550,Polyesters/thioesters,63.73,2.43
*Oc1ccc(-c2ccc(OC(=O)c3cc(CCCCC)cc(C(*)=O)c3)cc2)cc1,138.0,P090551,Polyesters/thioesters,92.55,3.81
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(=O)O*)c1OCCCCC,17.0,P090552,Polyesters/thioesters,42.43,1.2
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(OCCCCC)c(C(=O)O*)c1,9.0,P090553,Polyesters/thioesters,47.29,1.27
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cc(OCCCCC)cc(C(=O)O*)c1,-30.0,P090554,Polyesters/thioesters,36.51,1.12
*Oc1ccc(Cc2ccc(OC(=O)c3cc(OCCCCC)cc(C(*)=O)c3)cc2)cc1,110.0,P090555,Polyesters/thioesters,76.85,3.45
*Oc1c(-c2ccccc2)cc(-c2cc(-c3ccccc3)c(OC(=O)CCCCCCCCC(*)=O)c(-c3ccccc3)c2)cc1-c1ccccc1,98.0,P090556,Polyesters/thioesters,127.06,5.18
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,151.0,P090557,Polyesters/thioesters,101.93,4.25
*Oc1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(OC(=O)c3cccc(C(F)(F)C(F)(F)C(F)(F)c4cccc(C(*)=O)c4)c3)c2)c1,74.0,P090558,Polyesters/thioesters,115.19,4.09
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(C)(CC)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,211.0,P090559,Polyesters/thioesters,117.8,4.97
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(F)(F)C(F)(F)C(F)(F)c4cccc(C(*)=O)c4)c3)cc2)cc1,122.0,P090560,Polyesters/thioesters,101.62,4.59
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,14.25,P090561,Polyesters/thioesters,55.83,1.85
*Oc1c(-c2ccccc2)cc(Cc2cc(-c3ccccc3)c(OC(=O)CCCCCCCCC(*)=O)c(-c3ccccc3)c2)cc1-c1ccccc1,92.0,P090566,Polyesters/thioesters,117.01,5.64
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,96.0,P090567,Polyesters/thioesters,76.04,2.49
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,84.0,P090568,Polyesters/thioesters,62.06,2.42
*Oc1c(-c2ccccc2)cc(Cc2cc(-c3ccccc3)c(OC(=O)CCCCCC(*)=O)c(-c3ccccc3)c2)cc1-c1ccccc1,111.0,P090569,Polyesters/thioesters,147.73,5.44
*Oc1cc(CCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,129.0,P090570,Polyesters/thioesters,74.79,2.72
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(CCCC)c2)cc1CCCC,160.0,P090571,Polyesters/thioesters,90.04,3.45
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(C(C)CC)c2)cc1C(C)CC,90.0,P090572,Polyesters/thioesters,86.52,3.14
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(Cl)c2)cc1Cl,190.0,P090573,Polyesters/thioesters,99.04,4.32
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(C(C)C)c2)cc1C(C)C,140.0,P090574,Polyesters/thioesters,104.15,3.65
*Oc1cccc(OC(=O)c2cc(OCCCCC)cc(C(*)=O)c2)c1,96.0,P090575,Polyesters/thioesters,69.82,2.75
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C(*)=O)cc3)c(C)c2)cc1C,239.0,P090577,Polyesters/thioesters,100.31,4.0
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,285.0,P090580,Polyesters/thioesters,152.23,6.62
*Oc1cc(CCCCCCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,25.5,P090582,Polyesters/thioesters,56.16,2.01
*Oc1cc(CCCCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,34.5,P090583,Polyesters/thioesters,52.46,2.06
*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)c1ccc(C(=O)O*)cc1,105.0,P090587,"Polyesters/thioesters, Polysulfones/sulfoxides/sufonates/sulfoamides",55.27,2.01
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)NC(=O)c5ccccc54)cc3)c2)cc1,325.0,P090590,"Polyesters/thioesters, Polyamides/thioamides",147.6,5.55
*c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4(*)NC(=O)c5ccccc54)cc3)cc2)cc1,327.0,P090591,"Polyesters/thioesters, Polyamides/thioamides",124.91,5.18
*c1ccc(OC(=O)c2cc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc(C(C)(C)C)c2)cc1,279.0,P090592,Polyesters/thioesters,141.44,5.08
*c1ccc(OC(=O)c2cc(Cl)cc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)c2)cc1,313.0,P090593,Polyesters/thioesters,131.31,5.37
*OC1CCC(OC(=O)CCCCCCCCC(*)=O)CC1,66.0,P090595,Polyesters/thioesters,26.53,0.71
*OC(C)COC(=O)c1ccccc1C(*)=O,95.0,P090598,Polyesters/thioesters,60.11,1.98
*OC(C)COC(=O)c1ccc(C(*)=O)cc1,98.0,P090610,Polyesters/thioesters,58.26,2.12
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCc3ccccc32)cc1,312.0,P090625,Polyesters/thioesters,134.5,5.27
*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1-c1ccccc1,132.0,P090627,Polyesters/thioesters,121.24,4.3
*CCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,44.0,P090631,Polyesters/thioesters,61.15,2.44
*CCCCOC(=O)c1ccc([Si](C)(C)c2ccc(C(=O)O*)cc2)cc1,42.0,P090632,"Polyesters/thioesters, Polysiloxanes/silanes",66.73,2.34
*CCCCOC(=O)c1ccc(C(C)(C)c2ccc(C(=O)O*)cc2)cc1,44.0,P090633,Polyesters/thioesters,65.82,2.53
*Oc1ccc(OC(=O)c2ccc([Si](C)(C)c3ccc(C(*)=O)cc3)cc2)cc1,176.0,P090634,"Polyesters/thioesters, Polysiloxanes/silanes",90.61,4.14
*Oc1ccc(OC(=O)c2ccc(C(C)(C)c3ccc(C(*)=O)cc3)cc2)cc1,195.0,P090635,Polyesters/thioesters,102.9,4.02
*Oc1cccc(OC(=O)c2ccc([Si](C)(C)c3ccc(C(*)=O)cc3)cc2)c1,134.0,P090636,"Polyesters/thioesters, Polysiloxanes/silanes",88.69,3.76
*Oc1cccc(OC(=O)c2ccc(C(C)(C)c3ccc(C(*)=O)cc3)cc2)c1,158.0,P090637,Polyesters/thioesters,91.06,4.12
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CN(CC(*)=O)c3ccc(/N=N/c4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,152.0,P094250,"Polyesters/thioesters, Polyimines",114.56,4.13
*Oc1ccc(OC(=O)/C=C/c2ccc(/C=C/C(*)=O)cc2)cc1,210.0,P094308,Polyesters/thioesters,75.36,3.18
*Oc1ccc(-c2ccc(OC(=O)/C=C/c3ccc(/C=C/C(*)=O)cc3)cc2)cc1,243.0,P094309,Polyesters/thioesters,109.88,4.33
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,225.0,P094316,"Polyimides/thioimides, Polyesters/thioesters",136.31,6.19
*C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,130.0,P094334,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides",103.5,3.26
*C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,129.0,P094335,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides",99.94,3.87
*C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,107.0,P094336,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides",82.89,3.27
*C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,106.0,P094337,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides",88.9,3.16
*C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,105.0,P094338,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides",78.62,3.16
*C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,100.0,P094339,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides",91.93,3.35
*C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,102.0,P094340,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides",76.17,3.42
*C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,74.0,P094341,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides",79.8,3.05
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)OCCCCn3c4ccccc4c4cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c5ccc6c(c5)c5ccccc5n6*)ccc43)cc2)cc1,122.0,P094356,"Polyesters/thioesters, Polyurethanes/thiourethanes, Polyimines",161.06,6.82
*CCCCOC(=O)Nc1ccc(-c2ccc(NC(=O)OCCCCn3c4ccccc4c4cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c5ccc6c(c5)c5ccccc5n6*)ccc43)c(C)c2)cc1C,113.0,P094357,"Polyesters/thioesters, Polyurethanes/thiourethanes, Polyimines",175.21,6.38
*CCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCn2c3ccccc3c3cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c4ccc5c(c4)c4ccccc4n5*)ccc32)c1,117.0,P094358,"Polyesters/thioesters, Polyurethanes/thiourethanes, Polyimines",145.26,6.64
*Oc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(OC(=O)c4ccc(C(*)=O)cc4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,225.0,P094396,Polyesters/thioesters,173.87,7.35
*Oc1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccc(-c5ccc(OC(=O)c6ccc(C(*)=O)cc6-c6ccccc6)cc5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,260.0,P094397,Polyesters/thioesters,243.63,10.33
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3C)c2)c(C)c1,273.0,P094550,Polyesters/thioesters,137.42,5.22
*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2C)c(C)c1,73.0,P094574,Polyesters/thioesters,75.05,2.45
*CCOC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)O*)cc32)cc1,154.0,P094575,Polyesters/thioesters,86.87,2.82
*Oc1ccc(OC(=O)CCCCCCCCC(*)=O)cc1,52.8,P094584,Polyesters/thioesters,46.01,1.39
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(S(=O)(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,220.0,P094585,"Polyesters/thioesters, Polysulfones/sulfoxides/sufonates/sulfoamides",115.54,4.91
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,249.0,P094589,"Polyesters/thioesters, Polysulfones/sulfoxides/sufonates/sulfoamides",103.33,4.1
*OC(C)CCCCC(*)=O,-40.0,P094598,Polyesters/thioesters,20.81,0.48
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)c5ccccc5C(=O)N4C)cc3)c2)cc1,285.0,P094604,"Polyesters/thioesters, Polyamides/thioamides",119.56,5.25
*c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4(*)c5ccccc5C(=O)N4C)cc3)cc2)cc1,282.0,P094605,"Polyesters/thioesters, Polyamides/thioamides",137.07,5.45
*Cc1ccc2nc(-c3cc(-c4nc5ccc(*)cc5c(=O)o4)cc(N4C(=O)c5ccccc5C4=O)c3)oc(=O)c2c1,322.0,P099018,"Polyesters/thioesters, Polyimines",172.11,7.32
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)C(=O)Nc5ccccc54)cc3)c2)cc1,256.0,P099049,"Polyesters/thioesters, Polyamides/thioamides",128.57,4.93
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)C(=O)Nc5c(Cl)cc(Cl)cc54)cc3)c2)cc1,270.0,P099050,"Polyesters/thioesters, Polyamides/thioamides",123.04,4.96
*CCC(=O)N*,145.5,P100001,Polyamides/thioamides,48.21,1.61
*CCCCNC(=O)CCCCC(=O)N*,58.0,P100002,Polyamides/thioamides,25.94,0.86
*CCCCCNC(=O)CCCCC(=O)N*,46.5,P100003,Polyamides/thioamides,25.95,0.78
*CCCCCC(=O)N*,51.6,P100004,Polyamides/thioamides,32.41,1.09
*CCCCCCNC(=O)CCCCC(=O)N*,58.2,P100005,Polyamides/thioamides,24.18,0.68
*CCCCCCNC(=O)CCCCCC(=O)N*,54.0,P100006,Polyamides/thioamides,22.09,0.64
*CCCCCCNC(=O)CCCCCCC(=O)N*,57.0,P100007,Polyamides/thioamides,24.31,0.67
*CCCCCCNC(=O)CCCCCCCC(=O)N*,42.3,P100008,Polyamides/thioamides,18.5,0.47
*CCCCCCNC(=O)CCCCCCCCC(=O)N*,45.0,P100009,Polyamides/thioamides,18.01,0.46
*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,46.0,P100010,Polyamides/thioamides,15.43,0.36
*CCCCCCC(=O)N*,52.0,P100011,Polyamides/thioamides,30.66,1.01
*CCCCCCCNC(=O)CCCCC(=O)N*,55.0,P100012,Polyamides/thioamides,22.15,0.74
*CCCCCCCNC(=O)CCCCCC(=O)N*,55.0,P100013,Polyamides/thioamides,24.44,0.6
*CCCCCCCC(=O)N*,37.0,P100014,Polyamides/thioamides,27.78,0.82
*CCCCCCCCNC(=O)CCCCC(=O)N*,50.0,P100015,Polyamides/thioamides,21.15,0.66
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,54.0,P100016,Polyamides/thioamides,17.96,0.39
*CCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,50.0,P100017,Polyamides/thioamides,13.01,0.31
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,48.0,P100018,Polyamides/thioamides,5.0,0.1
*CCCCCCCCC(=O)N*,48.0,P100019,Polyamides/thioamides,26.28,0.87
*CCCCCCCCCNC(=O)CCCCC(=O)N*,68.0,P100021,Polyamides/thioamides,23.86,0.65
*CCCCCCCCCC(=O)N*,43.0,P100022,Polyamides/thioamides,25.62,0.72
*CCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,49.0,P100023,Polyamides/thioamides,12.14,0.18
*CCCCCCCCCCC(=O)N*,46.0,P100024,Polyamides/thioamides,21.7,0.76
*CCCCCCCCCCCC(=O)N*,42.0,P100025,Polyamides/thioamides,20.18,0.66
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,46.5,P100027,Polyamides/thioamides,5.0,0.1
*CCCCCCCCCCCCC(=O)N*,41.0,P100028,Polyamides/thioamides,21.46,0.6
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,48.0,P100029,Polyamides/thioamides,5.0,0.1
*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,50.0,P100030,Polyamides/thioamides,5.0,0.1
*NC1CCC(CC2CCC(NC(=O)CCCCC(*)=O)CC2)CC1,185.0,P100036,Polyamides/thioamides,49.85,1.33
*CCCC1(CCCNC(=O)CCCCC(=O)N*)c2ccccc2-c2ccccc21,120.0,P100037,Polyamides/thioamides,61.91,2.35
*CCCP(CCCNC(=O)CCCCC(=O)N*)CC(C)C,71.0,P100038,Polyamides/thioamides,23.79,0.67
*CCCCCCCCCCNC(=O)CCCCC(=O)N*,45.0,P100040,Polyamides/thioamides,20.38,0.43
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,60.0,P100041,Polyamides/thioamides,14.94,0.32
*CCCNC(=O)CCCCC(=O)NCCCN(*)C,5.0,P100042,"Polyamides/thioamides, Polyimines",20.45,0.39
*Cc1cc(C)c(CNC(=O)CCCCC(=O)N*)cc1C,70.0,P100043,Polyamides/thioamides,47.08,1.63
